categoryId,difficulty,title,path,sourceLine,topicId
"ap_dermpath","F","Dermatomyositis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Lupus Panniculitis > Lichen Striatus > Dermatomyositis","6398","65dd453c-3417-4e61-aea0-f7903e7a4305"
"ap_dermpath","F","Poikilodermas","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Lupus Panniculitis > Poikilodermas","6400","1f6ec959-0ad1-4f45-8940-bb30d9138f27"
"ap_dermpath","F","Poikiloderma of Civatte","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte","6402","31d2b966-f67c-44e3-aecd-223e499c9fae"
"ap_dermpath","F","Psoriasiform Reaction Pattern","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Psoriasiform Reaction Pattern","6403","a948e2a1-7816-4068-a91d-7c77a97458c7"
"ap_dermpath","F","Psoriasis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Psoriasis","6405","4b3531b2-e83d-4c2a-9856-4f926af45871"
"ap_dermpath","AR","Reactive Arthritis (Reiter Syndrome)","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Reactive Arthritis (Reiter Syndrome)","6408","35c29f1d-f112-4825-aeec-aa00adc14536"
"ap_dermpath","AR","Pityriasis Rubra Pilaris","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Pityriasis Rubra Pilaris","6409","98c9e993-c609-4826-9395-63be744a32c5"
"ap_dermpath","AR","Stasis Dermatitis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Allergic Contact Dermatitis > Stasis Dermatitis","6413","d6b2cd83-4879-4627-91d0-182bb5e2dca3"
"ap_dermpath","AR","Incontinentia Pigmenti","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Incontinentia Pigmenti","6414","096180fa-2373-4a04-9d3f-33e00bd2098a"
"ap_dermpath","F","Pityriasis Rosea","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Pityriasis Rosea","6415","aeb7b206-ea83-46ad-8890-c79ad7266f20"
"ap_dermpath","F","Irritant Contact Dermatitis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Irritant Contact Dermatitis","6416","6a8486d5-b2f1-4fc2-ab2c-8ad08a403863"
"ap_dermpath","F","Nummular Dermatitis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Irritant Contact Dermatitis > Nummular Dermatitis","6417","39d8f038-aa07-423a-9ae7-a26fe7c4ef2f"
"ap_dermpath","F","Atopic Dermatitis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Atopic Dermatitis","6419","c79474c9-157c-48ec-964c-0f6c39f4a435"
"ap_dermpath","F","Id Reaction","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Id Reaction","6420","fa6a85b7-1de1-4888-9156-2356f7f730bf"
"ap_dermpath","F","Pompholyx","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Pompholyx","6421","c6ef91b0-40ae-4794-930e-0e23a30db46d"
"ap_dermpath","C","Vesiculobullous Reaction Pattern","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Poikiloderma of Civatte > Vesiculobullous Reaction Pattern","6515","6b3da8c6-8a13-49c1-ad80-0a1207f265e0"
"ap_dermpath","F","IgA Pemphigus","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > IgA Pemphigus","6520","134ad2b3-3635-4f55-8582-d870f0beae88"
"ap_dermpath","F","Infantile Acropustulosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Infantile Acropustulosis","6521","ae65bb3b-b766-4efc-934e-50a4e5cc2633"
"ap_dermpath","F","Erythema Toxicum Neonatorium","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Erythema Toxicum Neonatorium","6522","789c6cd2-26ec-43f9-a1cb-f65413c2df3e"
"ap_dermpath","C","Halogenoderma","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Halogenoderma","6526","10bfa6b5-aff3-472f-8366-74ec7fe1b8fe"
"ap_dermpath","C","Acantholysis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Acantholysis","6528","98303819-7743-433f-89a9-7b36d0af9b5d"
"ap_dermpath","AR","Hailey-Hailey Disease","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Hailey-Hailey Disease","6531","42f30b06-4146-4cec-bf35-dd66c85ef4cb"
"ap_dermpath","AR","Darier Disease","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Darier Disease","6532","101877e8-ec84-4388-8969-51d81daa5135"
"ap_dermpath","F","Grover Disease","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Grover Disease","6533","7d85b7d8-8d29-456e-851d-a688bcffb59c"
"ap_dermpath","AR","Bullous Pemphigoid","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Bullous Pemphigoid","6537","9daf7225-e787-43e0-a73f-4624076d4e58"
"ap_dermpath","F","Dermatitis Herpetiformis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Dermatitis Herpetiformis","6538","d5e71990-c47f-47b1-8dcc-511f6ce65b3f"
"ap_dermpath","F","Epidermolysis Bullosa","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Epidermolysis Bullosa","6539","148570af-f62b-413c-94e7-d3d889c47fe3"
"ap_dermpath","F","Epidermolysis Bullosa Acquistia","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Epidermolysis Bullosa Acquistia","6543","82fd77b2-8636-4a12-a374-04babc9d2b3c"
"ap_dermpath","F","Pemphigoid Gestationis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Pemphigoid Gestationis","6544","5472a5a4-e44b-4a86-bdb8-d98cac908007"
"ap_dermpath","F","Linear IgA Bullous Dermatosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Linear IgA Bullous Dermatosis","6545","69caabc1-bc87-4ad8-9582-f18bcd85349b"
"ap_dermpath","F","Cicatricial Pemphigold","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Cicatricial Pemphigold","6546","efc12f5d-ab29-4aa3-a622-1dc6c7592874"
"ap_dermpath","F","Bullous Diabeticorum","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Bullous Diabeticorum","6547","b4834fb8-6cc8-42d4-a44c-05cc17c1960b"
"ap_dermpath","C","Reactions to Foreign Materials","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Reactions to Foreign Materials","6550","2dd20646-ef01-4abe-b3ce-7fe7a3de3a39"
"ap_dermpath","F","Cutaneous Crohn Disease","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Cutaneous Crohn Disease","6553","bbf4106f-2688-4706-8120-f6b530a6d468"
"ap_dermpath","AR","Necrobiosis Lipoidica","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Necrobiosis Lipoidica","6556","778b296c-6511-4f75-9ffa-f1436bf6e38b"
"ap_dermpath","AR","Miscellaneous Granulomas","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Foreign Body Granulomas > Miscellaneous Granulomas","6658","acd97bd7-97dd-4299-b868-a98bbff9833d"
"ap_dermpath","F","Chalazion","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Chalazion","6659","f336ed96-10ef-4f35-96dc-a67f9702e221"
"ap_dermpath","F","Lupus Miliaris Disseminatus Faciei","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Lupus Miliaris Disseminatus Faciei","6660","0e7df00e-ad21-4984-9827-5e5017642145"
"ap_dermpath","F","Livedo Reticularis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Livedo Reticularis","6668","03b1ecef-bcee-412c-8691-ea9d8635c735"
"ap_dermpath","F","Protein C and Protein S Deficiencies","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Protein C and Protein S Deficiencies","6669","eb4e8d03-f386-411c-b567-9169de3539e2"
"ap_dermpath","F","Atrophie Blanche (Livedoid Vasculopathy)","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Atrophie Blanche (Livedoid Vasculopathy)","6671","f847c2f5-3a7c-4b37-a39b-7f3612ed5e16"
"ap_dermpath","F","Thrombotic Thrombocytopenic Purpura","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Thrombotic Thrombocytopenic Purpura","6672","c873b3b8-9e3c-4947-a5e2-2ddcb938bd0f"
"ap_dermpath","F","Cryoglobulinemia, Monoclonal","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Cryoglobulinemia, Monoclonal","6673","b00f653c-325e-4c9f-bcac-88eae8d2bb80"
"ap_dermpath","F","Factor V Leiden Mutation","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Factor V Leiden Mutation","6675","1294a924-95e4-45cd-960f-1279ce3838ba"
"ap_dermpath","F","Sneddon Syndrome","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Sneddon Syndrome","6676","c80f870c-df8c-453d-82f3-c26a49f6d1f9"
"ap_dermpath","AR","Levamisole-Induced Vasculitis / Vasculopathy","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Levamisole-Induced Vasculitis / Vasculopathy","6677","18d38ed1-b635-46ea-be3d-ae9d0721215a"
"ap_dermpath","AR","Urticaria","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Levamisole-Induced Vasculitis / Vasculopathy > Urticaria","6678","5eb21fcd-959f-4cc2-ae5b-10b14c699c45"
"ap_dermpath","F","Henoch-Schönlein Purpura","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Henoch-Schönlein Purpura","6681","1acbf948-396f-4eba-9666-29017ea5b6a7"
"ap_dermpath","F","Urticarial Vasculitis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Urticarial Vasculitis","6683","9350646a-7af3-4ce9-91eb-dac99718a5c2"
"ap_dermpath","F","Mixed Cryoglobulinemia","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Mixed Cryoglobulinemia","6684","d65f36b8-abfd-4c02-accd-59dcde8ead81"
"ap_dermpath","F","Septic Vasculitis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Septic Vasculitis","6685","c70de3a7-0783-409a-9be0-a8638a076308"
"ap_dermpath","F","Erythema Elevatum Diutinum","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Erythema Elevatum Diutinum","6686","d20d32a7-cd13-40da-afcb-58c2f5ef686b"
"ap_dermpath","AR","Superficial Thrombophlebitis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Superficial Thrombophlebitis","6689","996cf063-fb8a-4409-901a-be01892f7cb8"
"ap_dermpath","F","Neutrophilic Dermatoses","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Superficial Thrombophlebitis > Neutrophilic Dermatoses","6690","2ced06d4-f8fd-425c-ad3c-37c92382f50a"
"ap_dermpath","F","Sweet Syndrome","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Sweet Syndrome","6691","a5ebcfb5-2af4-4dc6-abf1-337cb67aadf2"
"ap_dermpath","F","Pyoderma Gangrenosum","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Pyoderma Gangrenosum","6692","c420c93d-d981-4855-b44d-fef658bedd58"
"ap_dermpath","F","Neutrophilic Dermatosis of the Hand (Pustular Vasculitis)","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Neutrophilic Dermatosis of the Hand (Pustular Vasculitis)","6693","1c7dac91-e1af-439d-a27f-a18b1b3a4448"
"ap_dermpath","F","Bowel-Associated Dermatosis-Arthritis Syndrome","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Bowel-Associated Dermatosis-Arthritis Syndrome","6694","62533535-f31b-4eb1-9c52-df2ebde7cd33"
"ap_dermpath","F","Rheumatoid Neutrophilic Dermatosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Rheumatoid Neutrophilic Dermatosis","6695","bbffc768-2852-4806-8298-7040ed2cc35c"
"ap_dermpath","F","Behçet Disease","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Behçet Disease","6758","89c25c68-40a7-4748-b0fa-c0afe2da899a"
"ap_dermpath","F","Lymphocytic Dermatoses","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Behçet Disease > Lymphocytic Dermatoses","6759","8a3ada52-91a0-4452-a64e-89ce5062ada4"
"ap_dermpath","F","Gyrate and Annular Erythemas","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Gyrate and Annular Erythemas","6761","930e8528-c82b-4166-b820-23c0afdf4940"
"ap_dermpath","AR","Pigmented Purpuric Dermatoses","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Pigmented Purpuric Dermatoses","6764","a7255481-6594-43dd-af1b-144fb4eed202"
"ap_dermpath","AR","Perniosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Perniosis","6767","ecd5c021-caa7-4ac6-a563-2329c0b570b2"
"ap_dermpath","F","Takayasu Arteritis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Takayasu Arteritis","6773","54de3f24-9506-48fe-b8e7-8f93ae54fb36"
"ap_dermpath","F","The Epidermis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Epidermis","6818","63ad00a2-6c44-4172-af32-6d547cd4e469"
"ap_dermpath","F","Acanthosis Nigricans","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Epidermis > Acanthosis Nigricans","6822","1d8eba08-06d4-4794-90fd-021000af0f9d"
"ap_dermpath","F","Ichthyoses","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Epidermis > Acanthosis Nigricans > Ichthyoses","6823","bae85fa2-fa19-4bd9-834f-f7b920b27c17"
"ap_dermpath","F","X-Linked Ichthyosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > X-Linked Ichthyosis","6825","b05ec95b-4dd9-43b8-b174-0b50a94b7dbe"
"ap_dermpath","F","Lamellar Ichthyosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Lamellar Ichthyosis","6826","32f39f46-d28c-4f3a-a883-509af0bb9050"
"ap_dermpath","F","Epidermolytic Ichthyosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Epidermolytic Ichthyosis","6827","2748a496-4027-4a07-9412-048918e25abe"
"ap_dermpath","F","Harlequin Ichthyosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Harlequin Ichthyosis","6828","48a3e76d-d4e0-4334-a128-f63e96822db7"
"ap_dermpath","F","Palmoplantar Keratodermas","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Acquired Ichthyosis > Palmoplantar Keratodermas","6830","f03baca8-4c29-459d-ad31-1ef2497c631d"
"ap_dermpath","F","Punctate Palmoplantar Keratoderma","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Punctate Palmoplantar Keratoderma","6831","939a88b4-4f8d-4c60-8242-f7a824808acf"
"ap_dermpath","F","Pachyonychia Congenita","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Pachyonychia Congenita","6833","46e63135-7aad-4277-b8aa-eeb37cf1e975"
"ap_dermpath","AR","Xeroderma Pigmentosum","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Pachyonychia Congenita > Xeroderma Pigmentosum","6835","beee0caa-104f-45bf-b9ce-65cb75197d88"
"ap_dermpath","F","Disorders of Pigmentation","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Hidrotic Ectodermal Dysplasia > Disorders of Pigmentation","6843","a571e130-9153-4631-a5db-210a4b729fc0"
"ap_dermpath","F","Disorders Characterized by Hypopigmentation","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Hidrotic Ectodermal Dysplasia > Disorders Characterized by Hypopigmentation","6844","cb6fdd7d-bdfb-44ac-b81d-e4c117abc649"
"ap_dermpath","F","Vitiligo","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Vitiligo","6887","519e4263-1e22-4d4a-bae8-d92da644c2ab"
"ap_dermpath","F","Oculocutaneous Albinism","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Oculocutaneous Albinism","6888","30a7b488-f68c-4f2f-9650-1b342b85de6e"
"ap_dermpath","F","Tuberous sclerosis (Ash Leaf Spots)","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Tuberous sclerosis (Ash Leaf Spots)","6889","03f313df-8c0b-4e55-a878-a6dedc640773"
"ap_dermpath","AR","Disorders Characterized by Hyperpigmentation","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Hypomelanosis of Ito > Disorders Characterized by Hyperpigmentation","6892","db405406-e80f-4ece-9255-60d8ee01aee3"
"ap_dermpath","AR","Melasma","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Melasma","6894","10cd4ff8-6f0f-405f-aca2-b080b1c524e6"
"ap_dermpath","AR","Ephelis (Freckle)","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Ephelis (Freckle)","6895","d6f1ac71-d9ae-4fad-b1d1-f79f14632829"
"ap_dermpath","AR","Café-au-lait Spots","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Café-au-lait Spots","6896","0767f40a-025a-4971-a92d-8ebe7aecdb65"
"ap_dermpath","F","Becker Nevus","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Becker Nevus","6899","6be50f3c-3cff-4df1-ae88-7d5f5fa674eb"
"ap_dermpath","F","Dowling-Degos Disease","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Dowling-Degos Disease","6900","6f73b5a0-b60d-4c8e-80af-17d71ec341bf"
"ap_dermpath","F","The Dermis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis","6947","bd5bf425-96ed-4cf4-8365-7304863afa1e"
"ap_dermpath","F","Disorders of Collagen","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Disorders of Collagen","6949","2ec96cac-262b-4213-bbb0-7309a4b01f44"
"ap_dermpath","F","Morphea","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Morphea","6951","7cb1bdd4-98e5-4d2e-975d-0f700a6d8338"
"ap_dermpath","F","Radiation Dermatitis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Radiation Dermatitis","6954","1ee637f4-e869-4f8a-9c9b-aa2b0de18d2f"
"ap_dermpath","C","Scleroderma","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Chondrodermatitis Nodularis Helicis > Scleroderma","6956","6294819c-b557-4556-951d-774f5c4413bf"
"ap_dermpath","AR","Mixed Connective Tissue Disease","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Chondrodermatitis Nodularis Helicis > Mixed Connective Tissue Disease","6957","e5d3b5ff-a463-428a-b2d3-2590d8bb9471"
"ap_dermpath","F","Atrophoderma","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Atrophoderma","6958","5df43f98-fb28-4667-ac11-71da9f47cc29"
"ap_dermpath","F","Sclerodermoid Disorders","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Sclerodermoid Disorders","6959","d970c25a-baa9-4605-88d0-b32edc86625e"
"ap_dermpath","F","Sclerodermoid Graft-versus-Host Disease","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Sclerodermoid Graft-versus-Host Disease","6960","d674cca1-fea9-4100-8252-8ef50674f9a9"
"ap_dermpath","F","Chemical and Drug Related Disorders","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Sclerodermoid Graft-versus-Host Disease > Chemical and Drug Related Disorders","6961","d410cbc5-7295-4495-8d7e-c1f0956e35b9"
"ap_dermpath","F","Connective Tissue Nevi","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Sclerodermoid Graft-versus-Host Disease > Connective Tissue Nevi","6963","8b623dfe-0ae0-48a8-b5f1-5d1ce15079ef"
"ap_dermpath","F","Aplasia Cutis Congentia","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Weathering Nodules of the Ear > Aplasia Cutis Congentia","6965","4f23a5a6-fe2a-4b72-9737-6b010b75423a"
"ap_dermpath","F","Corticosteroid Atrophy","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Weathering Nodules of the Ear > Corticosteroid Atrophy","6967","23fe9a5b-d7a3-47ad-97da-beefd5a13b06"
"ap_dermpath","F","Reactive Perforating Collagenosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > The Dermis > Weathering Nodules of the Ear > Reactive Perforating Collagenosis","6968","cfa06b87-8853-4edd-a4bd-0e29e5bfe2ce"
"ap_dermpath","F","Solar Elastosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Solar Elastosis","6971","58129f27-ab8a-492e-bc02-f0b6fda9c9f8"
"ap_dermpath","AR","Elastoderma","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Elastoderma","6973","d7c293e1-38dc-4bbc-a4be-d5f624b87d67"
"ap_dermpath","AR","Elastoma","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Elastoma","6974","c11b1e52-b7f7-4c76-a2d8-6c04a14d59a6"
"ap_dermpath","F","Penicillamine Induced Alteration","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Penicillamine Induced Alteration","7054","016dbd5d-f062-45e3-909c-05195f4fd6ed"
"ap_dermpath","AR","Anetoderma","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Anetoderma","7057","44fa7a69-db67-4127-8d59-c1ad28e89d36"
"ap_dermpath","AR","Cutis Laxa","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Cutis Laxa","7058","5d72c60a-c4ac-4152-96f0-32d9833c0c75"
"ap_dermpath","AR","Mid-Dermal Elastolysis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Mid-Dermal Elastolysis","7059","38e1961a-69e1-4a51-9407-d999bd7351b1"
"ap_dermpath","F","Acrokeratoelastoidosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Acrokeratoelastoidosis","7060","19441bf8-44a7-496a-b9c2-7f04285bec3a"
"ap_dermpath","AR","Cutaneous Mucinoses","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Nevus Anelasticus > Cutaneous Mucinoses","7063","75eb3fdd-655f-4415-abf9-63d539dbf9da"
"ap_dermpath","AR","Mucocele of the Lip","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Nevus Anelasticus > Digital Mucous (Myxoid) Cyst > Mucocele of the Lip","7066","255f03f7-bdf0-4fdf-8aa7-fb359269e653"
"ap_dermpath","F","Papular Mucinosis and Scleromyxedema","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Nevus Anelasticus > Papular Mucinosis and Scleromyxedema","7068","02e1765d-514d-473c-9087-3b946f6bed6e"
"ap_dermpath","F","Reticular Erythematous Mucinosis (REM)","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Nevus Anelasticus > Reticular Erythematous Mucinosis (REM)","7069","e6893223-ca8f-4869-88da-2af715d44c89"
"ap_dermpath","F","Scleredema","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Nevus Anelasticus > Reticular Erythematous Mucinosis (REM) > Scleredema","7070","97630827-acaf-4e8e-bcf5-1edd479ef396"
"ap_dermpath","F","Focal Mucinosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Nevus Anelasticus > Reticular Erythematous Mucinosis (REM) > Focal Mucinosis","7071","a477684d-e258-4d7d-b08d-57a18cfb6dda"
"ap_dermpath","F","Cutaneous Deposits","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Nevus Anelasticus > Cutaneous Deposits","7073","a57ce0cb-4398-40d4-8d86-abb08fc77ae5"
"ap_dermpath","C","Calcinosis Cutis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Nevus Anelasticus > Calcinosis Cutis","7074","92580dac-b781-4a78-9229-0ac9825771a2"
"ap_dermpath","AR","Idiopathic Scrotal Calcinosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Idiopathic Scrotal Calcinosis","7075","76593ed0-d9fa-438f-b976-18bc015fb713"
"ap_dermpath","AR","Tumoral Calcinosis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Tumoral Calcinosis","7076","25194e3b-8cf3-47d2-9361-89c2236f7870"
"ap_dermpath","F","Calciphylaxis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Calciphylaxis","7078","0c4d7a8c-a81a-4430-a69a-6c80aef30f63"
"ap_dermpath","F","Cutaneous Ossification","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Metastatic Calcification > Cutaneous Ossification","7081","51831b9a-a521-4f5b-a4d2-66682e89f56f"
"ap_dermpath","F","Osteoma Cutis","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Osteoma Cutis","7082","617c89ac-43ed-4878-a641-d16d6d2e0690"
"ap_dermpath","F","Hyaline Deposits","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Albright Hereditary Osteodystrophy > Hyaline Deposits","7085","9730d3aa-b678-4311-85c5-5869c8414d5d"
